F11.1  EXCHANGE RATES ,
Title,A$1=USD
Description,AUD/USD Exchange Rate; see notes for further detail.
Frequency,Daily
Type,Indicative
Units,USD
,
,
Source,WM/Reuters
Publication date,15-Mar-2023
Series ID,FXRUSD
19-May-2022,0.6996
20-May-2022,0.7040
23-May-2022,0.7112
24-May-2022,0.7083
25-May-2022,0.7107
26-May-2022,0.7066
27-May-2022,0.7134
30-May-2022,0.7184
31-May-2022,0.7187
01-Jun-2022,0.7168
02-Jun-2022,0.7157
03-Jun-2022,0.7257
06-Jun-2022,0.7201
07-Jun-2022,0.7177
08-Jun-2022,0.7202
09-Jun-2022,0.7176
10-Jun-2022,0.7121
14-Jun-2022,0.6966
15-Jun-2022,0.6906
16-Jun-2022,0.6999
17-Jun-2022,0.7012
20-Jun-2022,0.6967
21-Jun-2022,0.6960
22-Jun-2022,0.6917
23-Jun-2022,0.6898
24-Jun-2022,0.6908
27-Jun-2022,0.6930
28-Jun-2022,0.6928
29-Jun-2022,0.6898
30-Jun-2022,0.6889
01-Jul-2022,0.6830
04-Jul-2022,0.6834
05-Jul-2022,0.6873
06-Jul-2022,0.6784
07-Jul-2022,0.6822
08-Jul-2022,0.6824
11-Jul-2022,0.6813
12-Jul-2022,0.6720
13-Jul-2022,0.6771
14-Jul-2022,0.6757
15-Jul-2022,0.6730
18-Jul-2022,0.6802
19-Jul-2022,0.6851
20-Jul-2022,0.6912
21-Jul-2022,0.6910
22-Jul-2022,0.6906
25-Jul-2022,0.6909
26-Jul-2022,0.6961
27-Jul-2022,0.6940
28-Jul-2022,0.6996
29-Jul-2022,0.7007
02-Aug-2022,0.6956
03-Aug-2022,0.6934
04-Aug-2022,0.6961
05-Aug-2022,0.6968
08-Aug-2022,0.6937
09-Aug-2022,0.6975
10-Aug-2022,0.6956
11-Aug-2022,0.7075
12-Aug-2022,0.7122
15-Aug-2022,0.7083
16-Aug-2022,0.7038
17-Aug-2022,0.7024
18-Aug-2022,0.6927
19-Aug-2022,0.6914
22-Aug-2022,0.6892
23-Aug-2022,0.6877
24-Aug-2022,0.6905
25-Aug-2022,0.6955
26-Aug-2022,0.6957
29-Aug-2022,0.6858
30-Aug-2022,0.6905
31-Aug-2022,0.6902
01-Sep-2022,0.6834
02-Sep-2022,0.6790
05-Sep-2022,0.6785
06-Sep-2022,0.6800
07-Sep-2022,0.6711
08-Sep-2022,0.6741
09-Sep-2022,0.6828
12-Sep-2022,0.6843
13-Sep-2022,0.6874
14-Sep-2022,0.6724
15-Sep-2022,0.6748
16-Sep-2022,0.6702
19-Sep-2022,0.6694
20-Sep-2022,0.6720
21-Sep-2022,0.6667
23-Sep-2022,0.6624
26-Sep-2022,0.6497
27-Sep-2022,0.6501
28-Sep-2022,0.6386
29-Sep-2022,0.6466
30-Sep-2022,0.6502
04-Oct-2022,0.6474
05-Oct-2022,0.6489
06-Oct-2022,0.6535
07-Oct-2022,0.6405
10-Oct-2022,0.6335
11-Oct-2022,0.6250
12-Oct-2022,0.6271
13-Oct-2022,0.6275
14-Oct-2022,0.6327
17-Oct-2022,0.6230
18-Oct-2022,0.6322
19-Oct-2022,0.6312
20-Oct-2022,0.6254
21-Oct-2022,0.6265
24-Oct-2022,0.6346
25-Oct-2022,0.6325
26-Oct-2022,0.6403
27-Oct-2022,0.6511
28-Oct-2022,0.6469
31-Oct-2022,0.6420
01-Nov-2022,0.6423
02-Nov-2022,0.6412
03-Nov-2022,0.6369
04-Nov-2022,0.6348
07-Nov-2022,0.6430
08-Nov-2022,0.6464
09-Nov-2022,0.6500
10-Nov-2022,0.6419
11-Nov-2022,0.6621
14-Nov-2022,0.6682
15-Nov-2022,0.6696
16-Nov-2022,0.6744
17-Nov-2022,0.6708
18-Nov-2022,0.6704
21-Nov-2022,0.6645
22-Nov-2022,0.6624
23-Nov-2022,0.6639
24-Nov-2022,0.6767
25-Nov-2022,0.6775
28-Nov-2022,0.6693
29-Nov-2022,0.6706
30-Nov-2022,0.6698
01-Dec-2022,0.6809
02-Dec-2022,0.6813
05-Dec-2022,0.6841
06-Dec-2022,0.6731
07-Dec-2022,0.6692
08-Dec-2022,0.6716
09-Dec-2022,0.6792
12-Dec-2022,0.6779
13-Dec-2022,0.6755
14-Dec-2022,0.6837
15-Dec-2022,0.6824
16-Dec-2022,0.6706
19-Dec-2022,0.6713
20-Dec-2022,0.6659
21-Dec-2022,0.6664
22-Dec-2022,0.6761
23-Dec-2022,0.6680
28-Dec-2022,0.6741
29-Dec-2022,0.6751
30-Dec-2022,0.6775
